field,year,women_mentorship,number_women_inventors
pharmaceuticals,2011,new and senior inventors,566
pharmaceuticals,2011,new and senior inventors,566
pharmaceuticals,2011,new and senior inventors,566
pharmaceuticals,2011,new and senior inventors,566
pharmaceuticals,2011,new and senior inventors,566
pharmaceuticals,2011,new and senior inventors,566
pharmaceuticals,2011,new and senior inventors,566
pharmaceuticals,2011,new and senior inventors,566
pharmaceuticals,2011,new and senior inventors,566
pharmaceuticals,2011,new and senior inventors,566
pharmaceuticals,2011,new and senior inventors,566
pharmaceuticals,2011,new and senior inventors,566
pharmaceuticals,2011,new and senior inventors,566
pharmaceuticals,2011,new and senior inventors,566
pharmaceuticals,2011,new and senior inventors,566
pharmaceuticals,2011,new and senior inventors,566
pharmaceuticals,2011,new and senior inventors,566
pharmaceuticals,2011,new and senior inventors,566
pharmaceuticals,2011,new and senior inventors,566
pharmaceuticals,2011,new and senior inventors,566
pharmaceuticals,2011,new and senior inventors,566
pharmaceuticals,2011,new and senior inventors,566
pharmaceuticals,2011,new and senior inventors,566
pharmaceuticals,2011,new and senior inventors,566
pharmaceuticals,2011,new and senior inventors,566
pharmaceuticals,2011,new and senior inventors,566
pharmaceuticals,2011,new and senior inventors,566
pharmaceuticals,2011,new and senior inventors,566
pharmaceuticals,2011,new and senior inventors,566
pharmaceuticals,2011,new and senior inventors,566
pharmaceuticals,2011,new and senior inventors,566
pharmaceuticals,2011,new and senior inventors,566
pharmaceuticals,2011,new and senior inventors,566
pharmaceuticals,2011,new and senior inventors,566
pharmaceuticals,2011,new and senior inventors,566
pharmaceuticals,2011,new and senior inventors,566
pharmaceuticals,2011,new and senior inventors,566
civil engineering,2012,only new inventors,16
civil engineering,2012,only new inventors,16
civil engineering,2012,only new inventors,16
civil engineering,2012,only new inventors,16
civil engineering,2012,only new inventors,16
civil engineering,2012,only new inventors,16
civil engineering,2012,only new inventors,16
civil engineering,2012,only new inventors,16
civil engineering,2012,only new inventors,16
civil engineering,2012,only new inventors,16
civil engineering,2012,only new inventors,16
civil engineering,2012,only new inventors,16
civil engineering,2012,only new inventors,16
civil engineering,2012,only new inventors,16
civil engineering,2012,only new inventors,16
civil engineering,2012,only new inventors,16
civil engineering,2012,only senior inventors,8
civil engineering,2012,only senior inventors,8
civil engineering,2012,only senior inventors,8
civil engineering,2012,only senior inventors,8
civil engineering,2012,only senior inventors,8
civil engineering,2012,only senior inventors,8
civil engineering,2012,only senior inventors,8
civil engineering,2012,only senior inventors,8
civil engineering,2012,new and senior inventors,15
civil engineering,2012,new and senior inventors,15
civil engineering,2012,new and senior inventors,15
civil engineering,2012,new and senior inventors,15
civil engineering,2012,new and senior inventors,15
civil engineering,2012,new and senior inventors,15
civil engineering,2012,new and senior inventors,15
civil engineering,2012,new and senior inventors,15
civil engineering,2012,new and senior inventors,15
civil engineering,2012,new and senior inventors,15
civil engineering,2012,new and senior inventors,15
civil engineering,2012,new and senior inventors,15
civil engineering,2012,new and senior inventors,15
civil engineering,2012,new and senior inventors,15
civil engineering,2012,new and senior inventors,15
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only new inventors,115
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,only senior inventors,325
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
pharmaceuticals,2012,new and senior inventors,699
